CompanyName,Title,MinSalary,MaxSalary,EducationLevel,JobDescription,CareerLevel,Experience,NumOfVacancies,PostingDate,Address,City
Confidential,Software Service Delivery Specialist,0,0,Bachelor'S Degree,Creating a pipeline and prioritization process for all business requests dividing them per domain and providing regular presentation/steering committees to relevant sector heads for alignment on progress and priority checks. Accountable for the management and delivery of Change Requests E2E from Requirements preparation- Resource Management- Stakeholders Management- and Executions; Ensuring the technical delivery of all services meets quality- scope- and time constraints Ensure Technology change management processes are adhered to by IT team members- where applicable- in developing- managing- and tracking deliverables for the Change Manage scope/requirement changes- multiple and competing demands- and priorities determining and conveying impact on budget- time- and risk using appropriate Measurable Metrics Determine quality standards and oversee the execution/production of deliverables (at every stage of the delivery process )- documentation- and approvals Identify and resolve/escalate potential conflicts among different requests ensuring there are no redundancies or conflicts with IT Strategies/objectives and/or constraints Engages Technology specific governance processes to ensure IT Risk and compliance due diligence is applied- ensuring the project adheres to applicable risk and compliance procedures- as relevant to impacts resulting from the Change. Acting as an escalation path into and outside the Enterprise Application department o Identifying- documenting- and implementing process improvement initiatives.,Experienced (Non-Manager),5 To 10 Years,2,2023-09-30 22:10:00,,Cairo
Sutherland,It Help Desk Intern,0,0,Bachelor'S Degree,Sutherland Cairo is hiring IT Help desk Internship Vacancy - Internship Start date: Immediately - Duration: 3 months (renewable according to performance) - Location: New Cairo - fifth settlement  ,Entry Level (Junior Level / Fresh Grad),0 To 1 Year,3,2023-09-30 22:10:00,New Cairo,Cairo
Confidential,Software Service Delivery Specialist (Banking),0,0,Bachelor'S Degree,Creating a pipeline and prioritization process for all business requests dividing them per domain and providing regular presentation/steering committees to relevant sector heads for alignment on progress and priority checks. Accountable for the management and delivery of Change Requests E2E from Requirements preparation- Resource Management- Stakeholders Management- and Executions; Ensuring the technical delivery of all services meets quality- scope- and time constraints. Ensure Technology-specific change management processes are adhered to by IT team members- where applicable- in developing- managing- and tracking deliverables for the Change. Manage scope/requirement changes- multiple and competing demands- and priorities determining and conveying impact on budget- time- and risk using appropriate Measurable Metrics. Determine quality standards and oversee the execution/production of deliverables (at every stage of the delivery process )- documentation- and approvals. Identify and resolve/escalate potential conflicts among different requests ensuring there are no redundancies or conflicts with IT Strategies/objectives and/or constraints. Engages Technology specific governance processes to ensure IT Risk and compliance due diligence is applied- ensuring the project adheres to applicable risk and compliance procedures- as relevant to impacts resulting from the Change. Acting as an escalation path into and outside the Enterprise Application department o. Identifying- documenting- and implementing process improvement initiatives.,Experienced (Non-Manager),5 To 10 Years,2,2023-09-30 22:10:00,,Cairo
Crevisoft Corporation,Odoo Implementer,0,0,Not Specified,We are looking for a Business Analyst who will be the vital link between our information technology capacity and our business objectives by supporting and ensuring the successful completion of analytical- building- testing- and deployment tasks of our software product’s features. To succeed in this role you should have a natural analytical way of thinking and be able to explain difficult concepts to non-technical users. As a business analyst- you are responsible to lead the implementation project- help customers to use Odoo online platform in their business.,Experienced (Non-Manager),2 To 6 Years,1,2023-09-30 22:10:00,Maadi,Cairo
Confidential,Banking IT Operations Specialist,0,0,Bachelor'S Degree,Observing all switch's performance from a processing point of view. Investigate and analyze cases detected from different stakeholders and channels. Open and follow up until closure tickets with Vendors according to each type; inquiries- notifications- bugs- improvements- new features. Open and follow up until closure tickets and emails from Internal units and departments. Propose solutions and workarounds to improve and fix issues. Perform Test cases as assigned by the direct manager. Communicate positively and clearly with all stakeholders. Ensure resolving of cases following SLA and OLA. Capture Incidents- and alerts over the internal and external tickets. Build- tune- and execute SQL scripts. Develop new basic reports. Support Key management Module on all E-Channels applications; Encryption key exchange with Aggregators- Direct Terminals. Investigate HSM’s Interface logs and traces with vendors and Schemes. Certifying ATM- POS- softpos- MPGS- and Cybersource with schemes. Certifying aggregators and merchants with an Acquirer switch. Certifying issuing products with Acquirer switch. Implement and support new issuing products. Implement and Parameter Card product. Implement and Parameter Acquirer product. Support acquirer and issuer back-office function executions. Support all environments test- dev- pre-prod- and production. Adhere to policies and procedures. Availability to support in non-business hours as and when needed. Take ownership of assigned tasks in ATM- POS- E-COM- and Card/Cardless processing services. Adoptable to new technologies in Card/cardless processing services. Attend all assigned training courses meeting prerequisites. Participate in solution designs- preparing presentations and documentation for the Department. Reporting to Engineering Manager / Senior Engineering Manager.,Experienced (Non-Manager),4 To 10 Years,2,2023-09-30 22:10:00,,Cairo
EpsilonAI,Data Science Instructor,0,0,Bachelor'S Degree,Epsilon AI Institute is hiring Data Science instructors who Manage and delivers the course materials to trainees in an engaging thought-provoking manner The successful candidate will be able to contribute to the delivery of topics relating to Artificial Intelligence- Machine Learning- Data Science and Programming Engage in the classroom and reply to emails- Trainees’ questions- etc. within 24 hours on non-holiday weekdays. Evaluate and grade Trainees' class work- assignments- and papers within the timeframe set forth by Epsilon AI policy providing effective feedback to guide Trainees' learning and success. Maintain the cadence of the course: Keep Trainees on track- monitor each individual's progress- and design and implement learning or service interventions when Trainees fall behind,Experienced (Non-Manager),More Than 1 Year,3,2023-09-30 22:11:00,Nasr City,Cairo
Universities of Canada in Egypt,IT Technical Support Specialist,0,0,Bachelor'S Degree,Identifying hardware & software solutions       Troubleshooting technical issues       Diagnosing and repairing faults       Resolving endpoint issues         Installing and configuring client-side hardware & software       Communicate with the users effectively to get the root of the problem and resolve it       Providing timely and accurate customer feedback       Following up after resolving the problems       Replacing or repairing the necessary parts         Supporting the roll-out of new applications       Providing support in the form of procedural documentation       Managing multiple cases at one time       Testing and evaluating new technologies       Conducting health checks on equipment's  ,Experienced (Non-Manager),3 To 6 Years,2,2023-09-30 22:11:00,New Capital,Cairo
Link Datacenter,Senior Platform Engineer,18000,20000,Not Specified,Ongoing management of the system environments. Maintain technical documentation and the team knowledge base. Research and recommend innovative- and where possible automated approaches for system administrations tasks. Applying industry best practices and methodologies to engineering and operations activities. Participate in the overall secure design and performance of system/servers’ environment. Take lead in resolving operational issues- perform root cause analysis- and implement necessary corrective actions to prevent reoccurrence Providing technical and functional support to Tier 1 technical support.  Overall responsibility for ensuring the availability- performance and security of supported services within agreed service level agreements (SLAs).,Experienced (Non-Manager),2 To 4 Years,1,2023-09-30 22:11:00,,Giza
Link Datacenter,Senior Sales Account Manager,0,0,Bachelor'S Degree,Job Description Achieve sales and revenue target through sales activities to introduce company services to existing and prospect customers and Manages Account managers’ subordinates to achieve the same revenue and sales targets. Job Responsibilities Coordinate all activities for the Accounts assigned- to strengthen and expand the existing business relationship. Enhance customer retention and expand market share of products- solutions- and services- while ensuring profitable growth and customer benefits. Influence the key decision makers within the organization of the assigned accounts to achieve agreed targets and develop strong customer relations to develop and maintain a healthy pipeline of relevant opportunities. Follow up on leads and tenders and submit offers by attending sales and trade meetings and reading related publications. Monitor the preference of customers- maintain market share and coordinate market activities and maintain a high profile image of LINK Datacenter in the market place by turning projects into long term commercial partnerships. Participate in developing sales strategies for target Accounts by developing- implementing and updating the Account plan and producing customer analysis- and assessment of potential. Realize sales revenue targets- by providing quality account management to new and existing customers within agreed geographic/industry sectors by identifying and reporting quantified business opportunities and implementing the agreed action plan in order to achieve agreed targets. Understand and report assigned Accounts business and structure- including General Customer's information and contact current and potential customers- visit their establishment to evaluate needs- and promote the sale of products- solutions- and services. Ensure customer satisfaction and follow up for extended business. Establish personal networks and develop relationships with prospects,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,1,2023-09-30 22:11:00,,Giza
Link Datacenter,Database Administrator - SQL,0,0,Bachelor'S Degree,The Database Administrator has the responsibility of administering- monitoring- and troubleshooting a 24x7 production environment database servers and associated infrastructure. The Senior Database Administrator will work with other team members to ensure 100% uptime- plan future capacity requirements- maintain security- and apply updates. Monitoring the database systems to ensure secure services with minimum downtime. Resolving technical issues related to SQL server and other databases. Performing ongoing performance tuning of databases. Providing trend analysis to the service management team enabling them to make informed decisions regarding resource management. Analyzing and resolving performance issues- database capacity issues- replication- always on - cluster - log shipping -Mirroring. Monitoring and reporting on resource intensive applications and suggest ways to improve performance. Reviewing system and application logs and verify completion of scheduled jobs such as backups. Delivering SQL related components for approved projects on time and with high quality. Completing routine requests for changes/modifications/additions to SQL Servers. Implementing service packs and cumulative updates. Ensuring all database servers are managed to Recovery Point Objectives (RPO) and Recovery Time Objectives (RTO). Configuring SQL Server monitoring utilities to minimize false alarms. Determining the most effective way to increase performance- including hardware purchases- server configuration changes- or index/query changes.,Entry Level (Junior Level / Fresh Grad),1 To 4 Years,1,2023-09-30 22:11:00,,Giza
Link Datacenter,Cloud Solutions Architect,0,0,Bachelor'S Degree,Work as team member in new project implementation based on Windows different technologies  Design and implement multi-tier Hosting/Cloud solutions- management systems- and integrate different system/ technologies to reach the most   efficient and cost-effective solution that meets company’s business goals.  Hands-on multiple platform Linux- FOSS (free open-source software)- security experience supporting sophisticated mission critical environments.  Handle/ assign technical research tasks.  Document technical research result and maintain it up to date.  Manage and document testing and benchmark of new products/services.  Work in team to enhance Data center daily operation,Experienced (Non-Manager),2 To 4 Years,1,2023-09-30 22:11:00,,Giza
El Mohandess Print House,Senior Oracle Developer,0,0,Bachelor'S Degree,Job Description Develop forms and reports using Oracle developer 6i-10g-11g-12c. Plan the junior Developers' tasks and set the tasks Deadline. Deliver the tasks and perform the UAT test. Act as a 2nd level of support during the go life and the system lifecycle. Implement the BI dashboards. Implement and support the system integrations between Oracle and non-oracle systems.,Experienced (Non-Manager),6 To 8 Years,1,2023-09-30 22:11:00,10th of Ramadan City,Sharqia
Impactyn,Back End Technical lead,0,0,Not Specified,Leads a team of engineers working on a major product or platform component Sets technical direction and practices. Mentors team members and helps improve their skills. Removes blockers and makes sure the team delivers high quality software on time Evangelizes technologies and solutions internally and externally Deep technical knowledge of system architecture and coding.     ,Manager,5 To 7 Years,1,2023-09-30 22:11:00,Sheikh Zayed,Giza
Impactyn,Back End .NET,0,0,Not Specified,Proven work experience as a Back-end developer In-depth understanding of the entire web development process (design- development and deployment) Familiarity with front-end languages (e.g. HTML- JavaScript and CSS) Excellent analytical and time management skills Teamwork skills with a problem-solving attitude BSc degree in Computer Science or relevant field,Experienced (Non-Manager),2 To 4 Years,1,2023-09-30 22:11:00,Sheikh Zayed,Giza
LINK Development,IOS Technical Lead,0,0,Bachelor'S Degree,Develop native iOS modules for mobile platforms Provide estimates to the team with respect to development timelines. Provide updates of mobile development with respect to timelines and tasks. Work closely with project team to determine application requirements. Mentor IOS Team,Experienced (Non-Manager),7 To 15 Years,1,2023-09-30 22:11:00,,Cairo
Crevisoft Corporation,Front End Developer,0,0,Not Specified,We are looking for a Developer with a keen eye for design for the position of Front End Developer. Front end Developers are responsible for ensuring the alignment of web design and user experience requirements- optimizing web pages for maximum efficiency and maintaining brand consistency across all web pages- among other duties. Front End Developers are required to work in teams alongside Back end Developers- Graphic Designers- and User Experience Designers to ensure all elements of web creation are consistent- this requires excellent communication and interpersonal skills.,Experienced (Non-Manager),2 To 5 Years,1,2023-09-30 22:11:00,Maadi,Cairo
Fintech solutions,Backend Developer,0,0,Not Specified,A backend developer is responsible for creating and maintaining the server-side logic of a software application or website. They work closely with front-end developers- database administrators- and other stakeholders to ensure the smooth functioning of the application or system. Job Description: 1. Developing Server-Side Logic: Backend developers write the code that powers the core functionality of an application or website. They handle tasks such as data storage- manipulation- retrieval- and processing. This involves programming in languages like Python- Java- Ruby- or Node.js- depending on the technology stack used. 2. API Development: Backend developers design- develop- and maintain APIs (Application Programming Interfaces) that allow different software components to communicate with each other. This includes creating RESTful or GraphQL APIs- defining endpoints- and implementing data transfer protocols. 3. Database Management: Backend developers work with database management systems (e.g.- MySQL- PostgreSQL- MongoDB) to design and optimize the database architecture. They write queries- ensure data integrity- and handle performance optimization to ensure efficient data storage and retrieval. 4. Integration of External Services: Many applications rely on external services like payment gateways- cloud storage- or third-party APIs. Backend developers integrate these services into the application- ensuring seamless communication and functionality. 5. Security and Performance Optimization: Backend developers play a crucial role in ensuring the security and performance of an application. They implement security measures to protect against common vulnerabilities like SQL injection and cross-site scripting (XSS). They also optimize the application for speed and scalability- considering factors like caching- load balancing- and efficient algorithms. 6. Collaboration and Documentation: Backend developers collaborate with cross-functional teams- including front-end developers- UX/UI designers- and project managers. They participate in code reviews- provide technical guidance- and document their work to facilitate future maintenance and troubleshooting. 7. Testing and Debugging: Backend developers are responsible for writing unit tests and performing debugging to identify and fix issues. They also work with quality assurance (QA) engineers to ensure the overall quality of the software. To excel as a backend developer- you should have a strong understanding of programming languages- databases- data structures- and algorithms. You should be familiar with web development frameworks- version control systems- and software development methodologies. Additionally- staying updated with the latest trends and technologies in backend development is crucial to deliver efficient and scalable solutions.,Experienced (Non-Manager),2 To 5 Years,1,2023-09-30 22:11:00,New Cairo,Cairo
Elkenany Group,Full Stack Developer,0,0,Not Specified,Full Stack Developer Proven experience as a Full Stack Developer or similar role Experience developing desktop and mobile applications Familiarity with common stacks Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS- JavaScript- XML- jQuery) Knowledge of multiple back-end languages (e.g. C#- Java- Python) and JavaScript frameworks (e.g. Angular- React- Node.js) Familiarity with databases (e.g. MySQL- MongoDB)- web servers (e.g. Apache) and UI/UX design Create servers and databases for functionality Architect enterprise scale mobile or web solutions Ensure cross-platform optimization for mobile phones Ensure responsiveness of applications Work alongside frontend designersand graphic designersfor web design features See through a project from conception to finished product Design and develop APIs- meeting technical and customer needs Stay abreast of developments in web applications and programming languages  ,Experienced (Non-Manager),2 To 4 Years,1,2023-09-30 22:11:00,Maadi,Cairo
e Aswaaq Misr,Software Senior Tester,0,0,Not Specified,Develop and maintain standards- tools- techniques and processes applicable to testing/automation and documentation required of the quality assurance of our e-Commerce Applications. Create- review- and maintain test cases to ensure proper test coverage for all projects and to identify efficiencies in test execution. Execute test cases using appropriate tool and defect management processes. Review user stories/business requirements/functional specifications and develop test estimates- create- review and maintain testing strategy and plans across various projects. Analyze impact to existing regression/automation suites and work with quality analysts/automation developers to ensure appropriate test cases are updated based on impact analysis. Carry out extensive Functionality Testing- GUI Testing- Unit Testing- Integration Testing- Smoke Testing- Sanity Testing- Black Box- and Grey Box Testing- Database testing- UAT Testing and Regression testing during various phases of the development in accordance with all QA deadlines. Create well-documented bugs/defects in the bug tracking system by identifying product related issues- track/monitor the resolution of the defect. Work closely with developers to ensure defects are correctly identified and fixed. Participate in walkthrough and defect report meetings periodically. Interact with key customers- validating issues they have reported and making sure that their concerns are well represented within the company. Work on multiple projects while maintaining test schedules- proactively manage changes in project scope- and identify potential risks. Influence product requirements- project plan and release timelines as needed to ensure product quality and customer satisfaction.,Experienced (Non-Manager),4 To 7 Years,1,2023-09-30 22:11:00,Smart Village,Giza
Confidential,Senior Application Support Officer,0,0,Bachelor'S Degree,Analyze and diagnose technical & functional issues in supported applications with full ownership and accountability. Handle raised tickets related to supported applications maintaining the agreed OLA / SLA and ensuring resolution with colleagues. Perform root-cause analysis for incidents raised over supported applications. Report major incidents within the agreed OLA to the incident management team when required and ensure incident report completion. Maintain and update technical documents. Perform the required change requests over production applications and ensure post-deployment sanity checks are done. Install software updates & new releases for in-domain applications to avoid any service interruptions.,Experienced (Non-Manager),2 To 10 Years,2,2023-09-30 22:11:00,,Cairo
FRIDAL,Technical Support Specialist,0,0,Not Specified,Respond to tech. support requests and interact to solve the issue by following the department rules & procedures.,Experienced (Non-Manager),3 To 5 Years,1,2023-09-30 22:11:00,6th of October,Giza
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI),0,0,Bachelor'S Degree,As a Data Analysis Instructor- you will guide your Trainees through hands-on exercises- and introduce important tools such as Excel- Power BI conducting and delivering direct training sessions for internal and external clients All of our classes are part-time- designed to fit into your work schedule so you will be able to enjoy teaching while still being able to manage your full-time responsibilities at your current company. Ability to connect and build relationships with Trainees and colleagues from varied ethnicities- ages- backgrounds- learning styles- and abilities Responsibilities: prepare and evaluate diploma assignments- graduation projects- and final exams answering trainee's questions and providing quick support Utilizing a variety of training methodologies- techniques- concepts- learning tools- and practices to ensure maximum effectiveness of training programs,Experienced (Non-Manager),More Than 1 Year,2,2023-09-30 22:11:00,Nasr City,Cairo
Confidential,Application Support Officer,0,0,Bachelor'S Degree,Analyze and diagnose technical & functional issues in supported applications with full ownership and accountability. Handle raised tickets related to supported applications maintaining the agreed OLA / SLA and ensuring resolution with colleagues. Collaborates with team members to document incident resolution in the shared knowledge base. Report major incidents within the agreed OLA to the incident management team when required.,Experienced (Non-Manager),2 To 5 Years,2,2023-09-30 22:11:00,,Cairo
Confidential,Developer and Support of Applications and Software Solutions,0,0,Bachelor'S Degree,Act as a first level of support for business teams. Monitors the system- checks messages- and improves the current processes. Submit ad hoc business needs through database queries and/or reports. Act as a focal point for both vendor and business team to obtain the maximum benefits- whether technically or financially for the benefit of the bank. Troubleshoot and solve systems’ problems through database queries and logs. Responsible for providing workarounds to solve urgent problems. Address Customers Complaints and provide on-call support. Identify and assess technological solutions. Work with cross-functional teams. Maintain records and write reports. Document requirements of the concerned business sectors. Test new modifications in the test environment and implement them in the living environment. Participate in finding radical solutions to recurring problems. Developing end-of-the-day packages and procedures and closing operations. Participate in setting personal objectives under the ICT Sector Strategy.,Experienced (Non-Manager),3 To 10 Years,2,2023-09-30 22:11:00,,Cairo
Confidential,Oracle Cloud HCM Consultant,0,0,Bachelor'S Degree,Understand client’s requirements and business viabilities and Conduct High-Level Analysis. Determine the gaps between requirements and System functionalities and define workable solutions to bridge the gaps. Conducting Conference Room Pilots (CRP Sessions). Conducting Training Sessions for Clients and Trainers. Developing Functional Requirement Documents. Demonstration of Product. Product Configuration as per the requirements on the macro and micro levels. Oracle Fusion HCM Modules (Core HR- Absence Management- and Payroll. Creation of Reports and Analytics (Oracle Business Intelligence &OTBI). Oracle Fusion Technical Inbound Integration: HCM Data Loader- HCM Spreadsheet Data Loader- Payroll Batch Loader- Fast Formula Outbound Integration: HCM Extracts- Handling Oracle Service Requests. Implementation of Approvals Management Configurations (BPM). Conducting Key User Training and User Acceptance Sessions for the Projects. Providing post-go-live support for a variety of tasks related to Human Resources modules deployed by the organization. Exposure and knowledge to all the phases in Project Lifecycle Proven capabilities in Business Analysis Domain. Effectively managing- handling issues- and resolving conflict. Team player with good interpersonal and Communication skills- productive in thought and action- user training skills- adaptable to changes and new technologies- quick learning- and observant.,Experienced (Non-Manager),5 To 10 Years,2,2023-09-30 22:11:00,,Cairo
Pillars,Business Analyst - Multinational Company,0,0,Not Specified,Job Role Evaluating existing business processes across business functions (Finance- Supply Chain- Sales- Production) and identifying areas for improvement in line with best practices and industry standards Serving as a thought leader for business processes that promote increased efficiency and productivity on multiple levels Identifying substandard systems and processes through the evaluation of real-time operational and commercial data and outlining the business impact Creating functional specifications for proposed solutions and liaising with various stakeholders for the sign-off Creating precise management plans for every project- with attention to transparent communication at all levels Supporting business transition and helping to establish change Staying up-to-date on the latest processes and IT advancements to automate and modernize systems and processes.,Experienced (Non-Manager),More Than 3 Years,1,2023-09-30 22:11:00,,Cairo
Arlation Media Services,Game Developer,8000,10000,Not Specified,Application Developer Responsibilities: Developing software solutions to meet customer needs. Creating and implementing the source code of new applications. Testing source code and debugging code. Evaluating existing applications and performing updates and modifications.,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,2,2023-09-30 22:11:00,,Giza
TIC,Quality Control Engineer,0,0,Not Specified,Defining quality procedures in conjunction with operating staff. Setting up and maintaining controls and documentation procedures. Monitoring performance by gathering relevant data and producing statistical reports. Ensure all work meets the contract specifications and standard of excellence of the Joint Venture. Ensure all materials meet the contract specifications. Coordinate and schedule field testing and performance QA/QC inspections. Monitor construction activities and materials delivered to the site. Review all special inspection and material testing perform by third parties. Document all inspection and testing in QC reports. Working with operating staff to establish standards- systems and procedures Recording- analyzing and distributing statistical information Monitoring performance The daily Report for site work. Performs tests or verifies that the problem was repaired or corrected. Performs as resident inspector during the site activity progress,Experienced (Non-Manager),3 To 8 Years,2,2023-09-30 22:11:00,,Cairo
Rednet It Services,ERP Sales Manager,0,0,Bachelor'S Degree,About the Job Managing Sales team and team target Manage and be responsible for the sales and marketing team- their performance- schedules- and sales achievements. Developing a business plan covering sales- revenue- and expense controls- meeting agreed targets Prepare reports for the management on sales and market growth results. Contributes to team effort by accomplishing related results as needed Responsible for monitoring the performance of the sales team by establishing a system of reports and communications involving sales reports- cyclical sales meetings Track all business development activities- analyze quarterly progress and suggest new strategies based on findings General duties beside managing Direct email- and perform other lead generation activities. Sell Rednet software products & services via phone and customer site visit Conduct phone-based questionnaire dialog with prospects and leads Maintain database of prospects- leads and opportunities Organize & perform Outdoor customer site visits (initial visit- demonstration- negotiation- etc ...) Closing deals and achieve the target as well,Manager,More Than 5 Years,1,2023-09-30 22:11:00,Maadi,Cairo
Rednet It Services,Software Developer,0,0,Bachelor'S Degree,Development of software with Microsoft .NET (4.0 and above) including (but not limited to) ASP.NET (Web Forms and MVC)- C#- ADO.NET- SSRS- SSIS- Windows Forms- Entity Framework and Web Services (SOAP- WCF and Web API).,Experienced (Non-Manager),More Than 3 Years,1,2023-09-30 22:11:00,Maadi,Cairo
Lumin,Sales Manager - Software Background (GULF),0,0,Bachelor'S Degree, Initiate sales and attain the company’s sales objectives. Sustain and broaden relationships with new Saudi Arabian and existing clients. Ensure the delivery of sales presentations to superior executive officers. Pricing and creating quotations- for the company’s software products and custom solutions Initiate and outsource projects for the company’s software products and custom solutions. Manage the Sales team  ,Manager,8 To 12 Years,1,2023-09-30 22:11:00,Sheikh Zayed,Giza
Confidential,Digital Solutions Architect,0,0,Bachelor'S Degree,To apply advanced methodologies for the analysis and design of solutions by translating client business requirements into technical solutions in the digital domain ensuring recommending and modern digital technology and adapting technologies as per customers’ business requirements. Architect and design digital solutions that fulfill the customer's ambitions for digitalization and digital transformation. Lead the requirements gathering session with the clients to analyze the AS-IS processes and identify the TO-BE processes and applications requirements to obtain the signs of the client on the developed deliverable. Estimate the level of effort and skills/seniority required for the fulfillment of the proposal. Develop the technical proposal to ensure total compliance with the technical aspects and review the overall proposal before it is submitted by the presales team for further action to ensure the consistency of the proposal. Develop the overall project scope work breakdown structure- highlighting the interdependencies between the tasks- and submit it to the Project Manager. Review the applications and technical architecture deliverables throughout development testing to ensure quality and requirement tractability. Negotiate conflicts with relevant stakeholders regarding requirements and consolidate stakeholders' agreed actions and the final status and decision rationale for all requirements. Analyze the client business needs to define the required solution by segregating the solution components and their interaction and prepares and presents the required documents- presentations- demo- and PoCs. Act as the primary contact with the client in technical aspects while designing the solution and act as the reference for the implementation team during the implementation. Lead the implementation activity whenever needed- especially for rapid delivery solutions. Prepare the End-to-End Solution Architecture with the support of the Software Architects to ensure total compliance with the sold solution and customer needs. Review the training material and user manual and conduct package-specific training for the client. Develop and review the SOW (statement of work) before signed. Evaluate vendors in collaboration with the Pre-Sales team. Participate in the initiatives and R&D if needed. Review/Compile the compliance Matrix to demonstrate the capabilities of the proposed IT platform and submit presales team to be compliable in the overall proposal. Supervise- review- and approve the development of functional specifications related to the proposed applications and obtain the client alignment. Act as the technical expert on the project and resolve any issues if raised Conduct an awareness session with the project team to explain the project scope and objectives. Review all the TO-BE processes and applications requirement deliverables developed by the Software Architect to ensure technical soundness- adherence to the project scope- and meeting the customer expectations.,Experienced (Non-Manager),10 To 15 Years,2,2023-09-30 22:12:00,,Cairo
e Aswaaq Misr,Front End Developer,0,0,Not Specified,Use markup languages like HTML to create user-friendly web pages. Maintain and improve website. Optimize applications for maximum speed. Design mobile responsive features. Collaborate with back-end developers and web designers to improve usability. Get feedback from- and build solutions for- users and customers. Write functional requirement documents and guides. Create quality mockups and prototypes. Help back-end developers with coding and troubleshooting. Ensure high quality graphic standards and brand consistency. Stay up to date on emerging technologies.,Experienced (Non-Manager),1 To 3 Years,1,2023-09-30 22:12:00,Smart Village,Giza
Expleo,Business Analyst | German Speaker,0,0,Not Specified,Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments. Applies standards and methodologies- provides expertise and support on use of methods and tools. Responsible for needs analysis- project or task planning- process/data analysis and modelling and/or logical database design. Ensures that own projects are formally closed and- where appropriate- subsequently reviewed- and that lessons learned are recorded. Identifies and assesses risks to the success of the project. Agrees the project approach with stakeholders- and prepares realistic plans (including quality- risk and communications plans) and tracking activities against the project schedule- managing stakeholder involvement as appropriate. Assists in the analysis of stakeholder objectives- and the underlying issues arising from investigations into business requirements and problems- and identifying potential benefits and available options for consideration. Produces specific business cases and scenarios and defines and documents system acceptance criteria. Defines routine- integrated processes and documents using basic formal process charting techniques. Works on formal requirements gathering and documentation. Assists in the collection of functional and technical requirements and in the development of design documents. Works on projects using available frameworks and tools and establishes plans for projects with on-time and on-budget project goals. Maintains the status of projects and provides guidance to the work of junior team members. Works across teams to achieve group goals. Test coverage analysis- risk prioritisation- analysis of defect trends- and identification of risks associated with issues identified in the project. Prepares project scope. Provides inputs to test strategy and approach. Preparation of training material for the team and vertical practice.,Experienced (Non-Manager),1 To 5 Years,5,2023-09-30 22:12:00,Maadi,Cairo
Confidential,DevOps Practice Lead,0,0,Bachelor'S Degree,Responsible for building and leading a team of DevOps engineers to deliver high-quality DevOps solutions to our clients. You will play a key role in establishing and growing our DevOps practice- creating a culture of continuous improvement- and ensuring that our team is up to date with the latest DevOps tools and methodologies Build and lead a team of DevOps engineers Develop and implement DevOps best practices and processes. Collaborate with cross-functional teams to ensure successful delivery of DevOps activities within the relevant projects. Establish metrics and KPIs to measure the success of the DevOps practice. Identify opportunities for automation and process improvement. Act as a subject matter expert on DevOps methodologies and tools Stay up to date with the latest DevOps trends and technologies. Coach and mentor team members to achieve their career goals,Experienced (Non-Manager),2 To 10 Years,2,2023-09-30 22:12:00,,Cairo
Confidential,.NET C# Developer,0,0,Bachelor'S Degree,Design- develop- and maintain .NET C# applications for document and records management using best practices and industry standards.  Utilize HTML- CSS- and JavaScript to enhance web-based components.  Develop and customize DevExpress-based WinForms applications.  Create and optimize Crystal Reports for data visualization and reporting.  Work with SQL Server to design and optimize database schemas and queries.  Collaborate with team members on REST API development and integration to facilitate document workflows.   Ensure cross-platform compatibility and performance optimization.  Stay up-to-date with emerging technologies and industry trends in document and records management.  Provide mentorship and guidance to junior developers- as needed. ,Entry Level (Junior Level / Fresh Grad),1 To 3 Years,3,2023-09-30 22:12:00,Nasr City,Cairo
Ejada,Application Support Team lead ( Egypt-KSA),0,0,Bachelor'S Degree,Supervise and manage a team of application support specialist to ensure effective and timely application support.  Proactively advice end users/business operations and conduct effective diagnosis of a problem to resolve it within the SLA.  Supervision and ensuring application support. Ensuring team availability for 24x7 critical support for application. Suggest improvements in application and its usage by end users. Reporting and coordinating with client PM and support heads. Managing installation and upgrades including supporting OS admins and DBAs during their activities. Analysis of new requests- manage/implement configuration changes and raising RFCs. Review and validating technical documents.  Problem resolution and maintain SLA.  Planning and scheduling upgrades and other activities to support end users and business operations. Create status reports for management review. Follow up with development teams. ,Experienced (Non-Manager),6 To 7 Years,1,2023-09-30 22:12:00,Hadayek Alkobba,Cairo
Ejada,Application Support Specialist (Egypt-KSA),0,0,Bachelor'S Degree,To oversee maintenance of software application to meet business operations needs and support end users. Providing application support. Performing health checks to ensure functioning of application front end and backend functionalities and coordinating with various teams to resolve issues.  Suggest improvements in application and its usage by end users. Managing installation and upgrades including supporting OS admins and DBAs during their activities. Documenting configuration changes  Deployment of the packages in the testing environment and support customers during production deployments. Documenting processes and monitoring application  Supporting testing team Release Management. Assist in planning and scheduling upgrades and other activities to support end users and business operations. Collecting logs- analyzing and coordinating with developers and L3 supports. Management of problems- raising/solving tickets in Service desk e.g.- Jira  Create status reports for management review.,Experienced (Non-Manager),2 To 3 Years,2,2023-09-30 22:12:00,Heliopolis,Cairo
